Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"372"	"ZHX1"	"512.3"	"ARCHS4 Coexpression,208;Enrichr Queries,646;ReMap ChIP-seq,126;GTEx Coexpression,1069"	""
"gene_set_query"	"373"	"ZNF514"	"513.3"	"ARCHS4 Coexpression,469;Enrichr Queries,126;GTEx Coexpression,945"	"XAF1,IFIT3"
"gene_set_query"	"374"	"GTF3A"	"515.3"	"ARCHS4 Coexpression,141;Enrichr Queries,704;GTEx Coexpression,701"	""
"gene_set_query"	"375"	"SALL1"	"516.3"	"Literature ChIP-seq,157;ARCHS4 Coexpression,535;Enrichr Queries,1066;GTEx Coexpression,307"	""
"gene_set_query"	"376"	"ZSCAN10"	"517.0"	"ARCHS4 Coexpression,418;Enrichr Queries,373;GTEx Coexpression,760"	"IFITM3"
"gene_set_query"	"377"	"ZMAT1"	"517.3"	"ARCHS4 Coexpression,191;Enrichr Queries,210;GTEx Coexpression,1151"	"IFI44,IFIT3"
"gene_set_query"	"378"	"ZIC3"	"518.5"	"Literature ChIP-seq,146;ARCHS4 Coexpression,250;Enrichr Queries,1159;GTEx Coexpression,519"	""
"gene_set_query"	"379"	"ZFP69B"	"520.5"	"ARCHS4 Coexpression,961;GTEx Coexpression,80"	"EIF2AK2"
"gene_set_query"	"380"	"IRX3"	"520.7"	"ARCHS4 Coexpression,504;Enrichr Queries,446;GTEx Coexpression,612"	"IFITM3"
"gene_set_query"	"381"	"ZNF804B"	"521.0"	"ARCHS4 Coexpression,236;Enrichr Queries,1026;GTEx Coexpression,301"	""
"gene_set_query"	"382"	"BCL11A"	"521.0"	"ARCHS4 Coexpression,1164;ENCODE ChIP-seq,32;Enrichr Queries,823;ReMap ChIP-seq,137;GTEx Coexpression,449"	"ZBP1"
"gene_set_query"	"383"	"ZNF286B"	"521.5"	"ARCHS4 Coexpression,879;GTEx Coexpression,164"	""
"gene_set_query"	"384"	"POU5F2"	"522.0"	"ARCHS4 Coexpression,53;GTEx Coexpression,991"	"XAF1"
"gene_set_query"	"385"	"JUNB"	"522.3"	"ARCHS4 Coexpression,996;Enrichr Queries,181;ReMap ChIP-seq,223;GTEx Coexpression,689"	"IFITM3,IFIT3"
"gene_set_query"	"386"	"ZNF540"	"522.3"	"ARCHS4 Coexpression,799;Enrichr Queries,490;GTEx Coexpression,278"	"IFI44L"
"gene_set_query"	"387"	"ZBTB39"	"522.7"	"ARCHS4 Coexpression,269;Enrichr Queries,710;GTEx Coexpression,589"	""
"gene_set_query"	"388"	"FOXO3"	"523.3"	"Literature ChIP-seq,54;ARCHS4 Coexpression,468;Enrichr Queries,944;GTEx Coexpression,627"	"ZBP1"
"gene_set_query"	"389"	"SRF"	"523.7"	"Literature ChIP-seq,38;ARCHS4 Coexpression,572;ENCODE ChIP-seq,37;Enrichr Queries,888;ReMap ChIP-seq,183;GTEx Coexpression,1424"	"IFITM3,EIF2AK2"
"gene_set_query"	"390"	"ZNF821"	"523.7"	"ARCHS4 Coexpression,310;Enrichr Queries,579;GTEx Coexpression,682"	""
"gene_set_query"	"391"	"ZEB2"	"524.5"	"ARCHS4 Coexpression,82;Enrichr Queries,295;ReMap ChIP-seq,232;GTEx Coexpression,1489"	"IFITM3,XAF1"
"gene_set_query"	"392"	"ZNF683"	"525.0"	"ARCHS4 Coexpression,87;Enrichr Queries,21;GTEx Coexpression,1467"	"ZBP1,IFI44,XAF1,IFI44L,IFIT3"
"gene_set_query"	"393"	"TGIF2"	"525.0"	"ARCHS4 Coexpression,520;Enrichr Queries,1317;ReMap ChIP-seq,140;GTEx Coexpression,123"	"TRIM22"
"gene_set_query"	"394"	"HNF1B"	"526.0"	"ARCHS4 Coexpression,307;Enrichr Queries,1222;ReMap ChIP-seq,49"	"IFIT3"
"gene_set_query"	"395"	"DLX4"	"526.5"	"Literature ChIP-seq,164;ARCHS4 Coexpression,221;Enrichr Queries,1292;GTEx Coexpression,429"	""
"gene_set_query"	"396"	"OVOL2"	"526.8"	"ARCHS4 Coexpression,265;Enrichr Queries,1015;ReMap ChIP-seq,295;GTEx Coexpression,532"	""
"gene_set_query"	"397"	"ZNF564"	"527.0"	"ARCHS4 Coexpression,649;Enrichr Queries,57;GTEx Coexpression,875"	"EIF2AK2,IFI44,IFIT3,TRIM22"
"gene_set_query"	"398"	"ZKSCAN4"	"527.3"	"ARCHS4 Coexpression,234;Enrichr Queries,392;GTEx Coexpression,956"	"IFIT3"
"gene_set_query"	"399"	"ZNF565"	"528.0"	"ARCHS4 Coexpression,907;Enrichr Queries,365;GTEx Coexpression,312"	"IFIT3"
"gene_set_query"	"400"	"MYOG"	"528.0"	"ARCHS4 Coexpression,717;ENCODE ChIP-seq,54;Enrichr Queries,813;GTEx Coexpression,528"	"ZBP1"
"gene_set_query"	"401"	"TCF20"	"528.3"	"ARCHS4 Coexpression,577;Enrichr Queries,692;GTEx Coexpression,316"	""
"gene_set_query"	"402"	"ESRRA"	"528.4"	"ARCHS4 Coexpression,1050;ENCODE ChIP-seq,104;Enrichr Queries,584;ReMap ChIP-seq,190;GTEx Coexpression,714"	""
"gene_set_query"	"403"	"FOXA1"	"529.2"	"Literature ChIP-seq,19;ARCHS4 Coexpression,593;ENCODE ChIP-seq,60;Enrichr Queries,1068;ReMap ChIP-seq,211;GTEx Coexpression,1224"	"IFITM3,IFI44L"
"gene_set_query"	"404"	"PBX3"	"529.2"	"ARCHS4 Coexpression,285;ENCODE ChIP-seq,52;Enrichr Queries,1030;ReMap ChIP-seq,204;GTEx Coexpression,1075"	"IFITM3"
"gene_set_query"	"405"	"KLF13"	"529.5"	"ARCHS4 Coexpression,902;Enrichr Queries,668;ReMap ChIP-seq,32;GTEx Coexpression,516"	"IFITM3"
"gene_set_query"	"406"	"FOSL1"	"529.8"	"ARCHS4 Coexpression,1043;ENCODE ChIP-seq,7;Enrichr Queries,415;ReMap ChIP-seq,122;GTEx Coexpression,1062"	"IFIT3,IFI44L"
"gene_set_query"	"407"	"RFX1"	"530.3"	"ARCHS4 Coexpression,294;Enrichr Queries,634;ReMap ChIP-seq,207;GTEx Coexpression,986"	""
"gene_set_query"	"408"	"BHLHE22"	"530.3"	"ARCHS4 Coexpression,1247;ReMap ChIP-seq,23;GTEx Coexpression,321"	"ZBP1"
"gene_set_query"	"409"	"BACH1"	"530.8"	"Literature ChIP-seq,43;ARCHS4 Coexpression,1193;ENCODE ChIP-seq,81;Enrichr Queries,362;ReMap ChIP-seq,104;GTEx Coexpression,1402"	"ZBP1,IFIT3"
"gene_set_query"	"410"	"ZNF724"	"531.0"	"ARCHS4 Coexpression,581;GTEx Coexpression,481"	""
"gene_set_query"	"411"	"RORA"	"531.3"	"ARCHS4 Coexpression,44;Enrichr Queries,1172;GTEx Coexpression,378"	"TRIM22"
"gene_set_query"	"412"	"ATF1"	"532.6"	"ARCHS4 Coexpression,1271;ENCODE ChIP-seq,77;Enrichr Queries,577;ReMap ChIP-seq,55;GTEx Coexpression,683"	"IFITM3"
"gene_set_query"	"413"	"ZNF107"	"532.7"	"ARCHS4 Coexpression,1505;Enrichr Queries,29;GTEx Coexpression,64"	"EIF2AK2,IFI44,XAF1,TRIM22,IFI44L,IFIT3"
"gene_set_query"	"414"	"FOXA2"	"533.3"	"Literature ChIP-seq,74;ARCHS4 Coexpression,386;ENCODE ChIP-seq,98;Enrichr Queries,1280;ReMap ChIP-seq,160;GTEx Coexpression,1202"	""
"gene_set_query"	"415"	"EPAS1"	"533.5"	"ARCHS4 Coexpression,1174;Enrichr Queries,332;ReMap ChIP-seq,221;GTEx Coexpression,407"	"IFITM3"
"gene_set_query"	"416"	"EGR1"	"533.7"	"Literature ChIP-seq,23;ARCHS4 Coexpression,1183;ENCODE ChIP-seq,56;Enrichr Queries,163;ReMap ChIP-seq,252;GTEx Coexpression,1525"	"IFITM3,IFIT3"
"gene_set_query"	"417"	"MNX1"	"534.5"	"Literature ChIP-seq,98;ARCHS4 Coexpression,282;Enrichr Queries,1350;GTEx Coexpression,408"	""
"gene_set_query"	"418"	"ZNF597"	"534.7"	"ARCHS4 Coexpression,1187;Enrichr Queries,251;GTEx Coexpression,166"	"IFIT3"
"gene_set_query"	"419"	"ZNF618"	"534.7"	"ARCHS4 Coexpression,214;Enrichr Queries,45;GTEx Coexpression,1345"	"IFI44,PARP9,XAF1,IFIT3"
"gene_set_query"	"420"	"ELK4"	"535.0"	"ARCHS4 Coexpression,1053;ENCODE ChIP-seq,49;Enrichr Queries,613;ReMap ChIP-seq,241;GTEx Coexpression,719"	"PARP9"
"gene_set_query"	"421"	"NKX61"	"535.5"	"ARCHS4 Coexpression,787;GTEx Coexpression,284"	""
"gene_set_query"	"422"	"ZNF763"	"535.7"	"ARCHS4 Coexpression,471;Enrichr Queries,59;GTEx Coexpression,1077"	"IFI44,XAF1,IFI44L,IFIT3"
"gene_set_query"	"423"	"ZNF804A"	"536.0"	"ARCHS4 Coexpression,379;Enrichr Queries,476;GTEx Coexpression,753"	"IFI44L"
"gene_set_query"	"424"	"ZNF398"	"536.0"	"ARCHS4 Coexpression,567;Enrichr Queries,722;GTEx Coexpression,319"	""
"gene_set_query"	"425"	"HNF4G"	"536.2"	"ARCHS4 Coexpression,438;ENCODE ChIP-seq,111;Enrichr Queries,827;ReMap ChIP-seq,155;GTEx Coexpression,1150"	""
"gene_set_query"	"426"	"PAX6"	"536.8"	"Literature ChIP-seq,127;ARCHS4 Coexpression,261;Enrichr Queries,1239;ReMap ChIP-seq,260;GTEx Coexpression,797"	""
"gene_set_query"	"427"	"HBP1"	"538.8"	"ARCHS4 Coexpression,79;Enrichr Queries,1162;ReMap ChIP-seq,144;GTEx Coexpression,770"	"TRIM22"
"gene_set_query"	"428"	"ZNF35"	"539.7"	"ARCHS4 Coexpression,860;Enrichr Queries,96;GTEx Coexpression,663"	"IFITM3,IFI44,IFIT3"
"gene_set_query"	"429"	"NEUROD1"	"539.8"	"ARCHS4 Coexpression,722;Enrichr Queries,1035;ReMap ChIP-seq,107;GTEx Coexpression,295"	""
"gene_set_query"	"430"	"ZBTB46"	"540.0"	"ARCHS4 Coexpression,105;Enrichr Queries,639;GTEx Coexpression,876"	""
"gene_set_query"	"431"	"ZNF710"	"540.7"	"ARCHS4 Coexpression,199;Enrichr Queries,469;GTEx Coexpression,954"	"IFIT3"
"gene_set_query"	"432"	"PBX4"	"541.0"	"ARCHS4 Coexpression,768;Enrichr Queries,239;GTEx Coexpression,616"	"IFITM3,IFIT3"
"gene_set_query"	"433"	"EGR4"	"541.0"	"ARCHS4 Coexpression,499;Enrichr Queries,787;GTEx Coexpression,337"	""
"gene_set_query"	"434"	"CREM"	"541.2"	"Literature ChIP-seq,70;ARCHS4 Coexpression,784;Enrichr Queries,312;ReMap ChIP-seq,222;GTEx Coexpression,1318"	"ZBP1,IFIT3"
"gene_set_query"	"435"	"ZNF189"	"542.3"	"ARCHS4 Coexpression,562;Enrichr Queries,266;GTEx Coexpression,799"	"IFIT3"
"gene_set_query"	"436"	"ZNF7"	"543.0"	"ARCHS4 Coexpression,865;Enrichr Queries,407;GTEx Coexpression,357"	"IFITM3"
"gene_set_query"	"437"	"CASZ1"	"543.3"	"ARCHS4 Coexpression,486;Enrichr Queries,773;GTEx Coexpression,371"	""
"gene_set_query"	"438"	"MYCL"	"543.5"	"ARCHS4 Coexpression,597;GTEx Coexpression,490"	""
"gene_set_query"	"439"	"ZNF347"	"543.7"	"ARCHS4 Coexpression,1236;Enrichr Queries,237;GTEx Coexpression,158"	"IFI44L,IFIT3"
"gene_set_query"	"440"	"SALL4"	"545.3"	"Literature ChIP-seq,31;ARCHS4 Coexpression,144;Enrichr Queries,1025;GTEx Coexpression,981"	"IFITM3"
"gene_set_query"	"441"	"PHF21A"	"546.0"	"ARCHS4 Coexpression,628;Enrichr Queries,730;GTEx Coexpression,280"	""
"gene_set_query"	"442"	"ZNF92"	"547.3"	"ARCHS4 Coexpression,1009;Enrichr Queries,894;ReMap ChIP-seq,259;GTEx Coexpression,27"	"EIF2AK2,IFI44L"
"gene_set_query"	"443"	"ZNF776"	"547.3"	"ARCHS4 Coexpression,103;Enrichr Queries,817;GTEx Coexpression,722"	""
"gene_set_query"	"444"	"ZNF705E"	"548.5"	"ARCHS4 Coexpression,680;GTEx Coexpression,417"	""
"gene_set_query"	"445"	"ZNF773"	"548.7"	"ARCHS4 Coexpression,1278;Enrichr Queries,107;GTEx Coexpression,261"	"XAF1,IFI44L,IFIT3"
"gene_set_query"	"446"	"ZNF391"	"549.0"	"ARCHS4 Coexpression,1157;Enrichr Queries,348;GTEx Coexpression,142"	"IFI44"
"gene_set_query"	"447"	"ARID5B"	"549.0"	"ARCHS4 Coexpression,972;Enrichr Queries,339;GTEx Coexpression,336"	"IFITM3"
"gene_set_query"	"448"	"PRDM13"	"549.3"	"ARCHS4 Coexpression,369;Enrichr Queries,1243;GTEx Coexpression,36"	"EIF2AK2,IFI44L"
"gene_set_query"	"449"	"ZNF558"	"549.3"	"ARCHS4 Coexpression,1234;Enrichr Queries,28;GTEx Coexpression,386"	"IFITM3,IFI44,XAF1,IFI44L,IFIT3"
"gene_set_query"	"450"	"ZNF165"	"549.8"	"ARCHS4 Coexpression,134;Enrichr Queries,444;ReMap ChIP-seq,291;GTEx Coexpression,1330"	"IFIT3"
"gene_set_query"	"451"	"GATA2"	"551.8"	"Literature ChIP-seq,36;ARCHS4 Coexpression,1256;ENCODE ChIP-seq,18;Enrichr Queries,417;ReMap ChIP-seq,215;GTEx Coexpression,1369"	"IFITM3,IFI44,IFIT3,TRIM22"
"gene_set_query"	"452"	"MYRFL"	"552.5"	"ARCHS4 Coexpression,154;GTEx Coexpression,951"	""
"gene_set_query"	"453"	"NFE2L3"	"552.7"	"ARCHS4 Coexpression,460;Enrichr Queries,31;GTEx Coexpression,1167"	"IFITM3,IFI44,PARP9,XAF1,IFIT3"
"gene_set_query"	"454"	"ZFP3"	"553.7"	"ARCHS4 Coexpression,281;Enrichr Queries,420;GTEx Coexpression,960"	"IFIT3"
"gene_set_query"	"455"	"KDM2A"	"554.0"	"ARCHS4 Coexpression,974;GTEx Coexpression,134"	""
"gene_set_query"	"456"	"RREB1"	"554.3"	"ARCHS4 Coexpression,378;Enrichr Queries,611;GTEx Coexpression,674"	""
"gene_set_query"	"457"	"NCOA1"	"554.8"	"ARCHS4 Coexpression,217;Enrichr Queries,763;ReMap ChIP-seq,230;GTEx Coexpression,1009"	""
"gene_set_query"	"458"	"ZNF732"	"555.0"	"ARCHS4 Coexpression,735;GTEx Coexpression,375"	""
"gene_set_query"	"459"	"FOXK1"	"556.3"	"ARCHS4 Coexpression,833;Enrichr Queries,529;ReMap ChIP-seq,237;GTEx Coexpression,626"	""
"gene_set_query"	"460"	"FOXS1"	"556.3"	"ARCHS4 Coexpression,39;Enrichr Queries,123;GTEx Coexpression,1507"	"IFITM3,IFIT3"
"gene_set_query"	"461"	"NR1D2"	"557.0"	"ARCHS4 Coexpression,796;Enrichr Queries,147;GTEx Coexpression,728"	"IFITM3,IFIT3"
"gene_set_query"	"462"	"ZNF432"	"557.0"	"ARCHS4 Coexpression,1304;Enrichr Queries,84;GTEx Coexpression,283"	"IFI44,XAF1,IFI44L"
"gene_set_query"	"463"	"ZSCAN4"	"557.3"	"ARCHS4 Coexpression,1160;Enrichr Queries,262;GTEx Coexpression,250"	"IFI44L"
"gene_set_query"	"464"	"PLAGL1"	"557.7"	"ARCHS4 Coexpression,419;Enrichr Queries,344;GTEx Coexpression,910"	"IFITM3"
"gene_set_query"	"465"	"MESP2"	"558.3"	"ARCHS4 Coexpression,901;Enrichr Queries,628;GTEx Coexpression,146"	""
"gene_set_query"	"466"	"ZNF799"	"558.3"	"ARCHS4 Coexpression,1339;Enrichr Queries,324;GTEx Coexpression,12"	"PARP9,TRIM22,IFIT3"
"gene_set_query"	"467"	"AHRR"	"558.5"	"ARCHS4 Coexpression,638;GTEx Coexpression,479"	""
"gene_set_query"	"468"	"TFAP4"	"558.5"	"ARCHS4 Coexpression,1000;Enrichr Queries,745;ReMap ChIP-seq,106;GTEx Coexpression,383"	""
"gene_set_query"	"469"	"ZNF792"	"559.7"	"ARCHS4 Coexpression,112;Enrichr Queries,412;GTEx Coexpression,1155"	"IFIT3"
"gene_set_query"	"470"	"HMX3"	"561.7"	"ARCHS4 Coexpression,268;Enrichr Queries,1394;GTEx Coexpression,23"	"EIF2AK2,IFI44L"
"gene_set_query"	"471"	"TP53"	"561.8"	"Literature ChIP-seq,11;ARCHS4 Coexpression,488;Enrichr Queries,1240;ReMap ChIP-seq,50;GTEx Coexpression,1020"	"TRIM22"
"gene_set_query"	"472"	"CSRNP3"	"562.5"	"ARCHS4 Coexpression,697;GTEx Coexpression,428"	""
"gene_set_query"	"473"	"PITX1"	"563.0"	"ARCHS4 Coexpression,393;Enrichr Queries,908;GTEx Coexpression,388"	""
"gene_set_query"	"474"	"ZNF764"	"563.0"	"ARCHS4 Coexpression,244;Enrichr Queries,1121;GTEx Coexpression,324"	""
"gene_set_query"	"475"	"MYOD1"	"563.4"	"ARCHS4 Coexpression,206;ENCODE ChIP-seq,30;Enrichr Queries,1194;ReMap ChIP-seq,214;GTEx Coexpression,1173"	"IFITM3"
"gene_set_query"	"476"	"ZNF79"	"564.0"	"ARCHS4 Coexpression,152;Enrichr Queries,455;GTEx Coexpression,1085"	"TRIM22"
"gene_set_query"	"477"	"ZNF662"	"564.3"	"ARCHS4 Coexpression,1419;Enrichr Queries,120;GTEx Coexpression,154"	"IFI44L,IFIT3"
"gene_set_query"	"478"	"EHF"	"564.5"	"ARCHS4 Coexpression,688;Enrichr Queries,458;ReMap ChIP-seq,293;GTEx Coexpression,819"	"IFIT3"
"gene_set_query"	"479"	"DRAP1"	"565.0"	"ARCHS4 Coexpression,371;Enrichr Queries,359;GTEx Coexpression,965"	"IFITM3"
"gene_set_query"	"480"	"ZNF585A"	"565.7"	"ARCHS4 Coexpression,977;Enrichr Queries,294;GTEx Coexpression,426"	"IFIT3"
"gene_set_query"	"481"	"ZNF700"	"565.7"	"ARCHS4 Coexpression,37;Enrichr Queries,480;GTEx Coexpression,1180"	"XAF1"
"gene_set_query"	"482"	"ZSCAN21"	"566.0"	"ARCHS4 Coexpression,1021;Enrichr Queries,439;GTEx Coexpression,238"	"IFIT3"
"gene_set_query"	"483"	"PAX9"	"566.0"	"ARCHS4 Coexpression,200;Enrichr Queries,1241;GTEx Coexpression,257"	""
"gene_set_query"	"484"	"ZNF212"	"566.3"	"ARCHS4 Coexpression,715;Enrichr Queries,599;GTEx Coexpression,385"	""
"gene_set_query"	"485"	"TIGD1"	"566.5"	"ARCHS4 Coexpression,45;GTEx Coexpression,1088"	"XAF1"
"gene_set_query"	"486"	"ZNF319"	"566.7"	"ARCHS4 Coexpression,982;Enrichr Queries,550;GTEx Coexpression,168"	""
"gene_set_query"	"487"	"ZNF581"	"566.7"	"ARCHS4 Coexpression,149;Enrichr Queries,1392;GTEx Coexpression,159"	""
"gene_set_query"	"488"	"E2F3"	"567.0"	"ARCHS4 Coexpression,222;Enrichr Queries,1102;GTEx Coexpression,377"	""
"gene_set_query"	"489"	"ETV2"	"567.3"	"Literature ChIP-seq,117;ARCHS4 Coexpression,662;Enrichr Queries,309;GTEx Coexpression,1181"	"IFITM3"
"gene_set_query"	"490"	"BAZ2A"	"567.3"	"ARCHS4 Coexpression,179;Enrichr Queries,557;GTEx Coexpression,966"	""
"gene_set_query"	"491"	"ZNF646"	"567.3"	"ARCHS4 Coexpression,454;Enrichr Queries,785;GTEx Coexpression,463"	""
"gene_set_query"	"492"	"RFX2"	"567.8"	"ARCHS4 Coexpression,288;Enrichr Queries,428;ReMap ChIP-seq,263;GTEx Coexpression,1292"	"IFITM3"
"gene_set_query"	"493"	"FOXO1"	"568.0"	"Literature ChIP-seq,56;ARCHS4 Coexpression,1036;Enrichr Queries,1152;ReMap ChIP-seq,227;GTEx Coexpression,369"	"PARP9"
"gene_set_query"	"494"	"GLYR1"	"568.3"	"ARCHS4 Coexpression,877;ReMap ChIP-seq,268;GTEx Coexpression,560"	""
"gene_set_query"	"495"	"ZNF117"	"568.3"	"ARCHS4 Coexpression,344;Enrichr Queries,22;GTEx Coexpression,1339"	"IFI44,XAF1,IFI44L,IFIT3,TRIM22"
"gene_set_query"	"496"	"FOXA3"	"568.7"	"ARCHS4 Coexpression,501;Enrichr Queries,716;GTEx Coexpression,489"	""
"gene_set_query"	"497"	"ZNF674"	"569.0"	"ARCHS4 Coexpression,1363;Enrichr Queries,247;GTEx Coexpression,97"	"IFITM3,EIF2AK2"
"gene_set_query"	"498"	"THAP1"	"569.4"	"ARCHS4 Coexpression,723;ENCODE ChIP-seq,89;Enrichr Queries,1138;ReMap ChIP-seq,264;GTEx Coexpression,633"	""
"gene_set_query"	"499"	"DOT1L"	"570.0"	"ARCHS4 Coexpression,425;Enrichr Queries,560;GTEx Coexpression,725"	""
"gene_set_query"	"500"	"ZNF850"	"571.0"	"ARCHS4 Coexpression,888;GTEx Coexpression,254"	""
"gene_set_query"	"501"	"ZNF276"	"572.7"	"ARCHS4 Coexpression,1120;Enrichr Queries,545;GTEx Coexpression,53"	"ZBP1"
"gene_set_query"	"502"	"KMT2A"	"573.0"	"ARCHS4 Coexpression,690;ReMap ChIP-seq,52;GTEx Coexpression,977"	"EIF2AK2"
"gene_set_query"	"503"	"MLXIPL"	"573.0"	"ARCHS4 Coexpression,819;Enrichr Queries,358;GTEx Coexpression,542"	"IFITM3"
"gene_set_query"	"504"	"SNAPC4"	"573.0"	"ARCHS4 Coexpression,834;Enrichr Queries,1085;ReMap ChIP-seq,13;GTEx Coexpression,360"	"IFI44,IFI44L"
"gene_set_query"	"505"	"GTF2IRD1"	"573.0"	"ARCHS4 Coexpression,305;GTEx Coexpression,841"	""
"gene_set_query"	"506"	"PAX8"	"573.3"	"ARCHS4 Coexpression,952;Enrichr Queries,717;ReMap ChIP-seq,60;GTEx Coexpression,564"	"EIF2AK2"
"gene_set_query"	"507"	"POU5F1B"	"574.0"	"ARCHS4 Coexpression,254;GTEx Coexpression,894"	""
"gene_set_query"	"508"	"ZBTB7B"	"574.7"	"ARCHS4 Coexpression,672;Enrichr Queries,535;GTEx Coexpression,517"	""
"gene_set_query"	"509"	"FOXK2"	"574.8"	"ARCHS4 Coexpression,729;Enrichr Queries,567;ReMap ChIP-seq,133;GTEx Coexpression,870"	""
"gene_set_query"	"510"	"FOXD4L1"	"575.0"	"ARCHS4 Coexpression,944;Enrichr Queries,288;GTEx Coexpression,493"	"IFIT3"
"gene_set_query"	"511"	"FOXJ3"	"575.3"	"ARCHS4 Coexpression,583;Enrichr Queries,645;GTEx Coexpression,498"	""
"gene_set_query"	"512"	"HES3"	"577.0"	"ARCHS4 Coexpression,257;Enrichr Queries,1171;GTEx Coexpression,303"	""
"gene_set_query"	"513"	"TCF4"	"577.0"	"Literature ChIP-seq,68;ARCHS4 Coexpression,993;Enrichr Queries,387;ReMap ChIP-seq,275;GTEx Coexpression,1162"	"IFITM3,XAF1"
"gene_set_query"	"514"	"ZBED4"	"577.7"	"ARCHS4 Coexpression,832;Enrichr Queries,528;GTEx Coexpression,373"	""
"gene_set_query"	"515"	"ZNF426"	"577.7"	"ARCHS4 Coexpression,866;Enrichr Queries,206;GTEx Coexpression,661"	"IFI44,IFIT3"
"gene_set_query"	"516"	"NFYC"	"578.7"	"ARCHS4 Coexpression,298;Enrichr Queries,683;GTEx Coexpression,755"	""
"gene_set_query"	"517"	"ZNF385D"	"578.7"	"ARCHS4 Coexpression,976;Enrichr Queries,544;GTEx Coexpression,216"	""
"gene_set_query"	"518"	"ZNF610"	"579.3"	"ARCHS4 Coexpression,1250;Enrichr Queries,64;GTEx Coexpression,424"	"IFI44,XAF1,IFI44L,IFIT3"
"gene_set_query"	"519"	"ZNF766"	"579.8"	"ARCHS4 Coexpression,1013;Enrichr Queries,504;ReMap ChIP-seq,287;GTEx Coexpression,515"	"IFIT3"
"gene_set_query"	"520"	"FOXD4L4"	"582.0"	"ARCHS4 Coexpression,276;GTEx Coexpression,888"	""
"gene_set_query"	"521"	"JUN"	"582.3"	"Literature ChIP-seq,90;ARCHS4 Coexpression,1558;ENCODE ChIP-seq,8;Enrichr Queries,353;ReMap ChIP-seq,127;GTEx Coexpression,1358"	"IFITM3,ZBP1,IFI44"
"gene_set_query"	"522"	"ZFX"	"582.4"	"Literature ChIP-seq,77;ARCHS4 Coexpression,1592;Enrichr Queries,523;ReMap ChIP-seq,213;GTEx Coexpression,507"	""
"gene_set_query"	"523"	"ZNF66"	"582.5"	"ARCHS4 Coexpression,709;GTEx Coexpression,456"	""
"gene_set_query"	"524"	"ZNF532"	"582.7"	"ARCHS4 Coexpression,286;Enrichr Queries,1123;GTEx Coexpression,339"	""
"gene_set_query"	"525"	"NKX28"	"583.0"	"ARCHS4 Coexpression,648;GTEx Coexpression,518"	""
"gene_set_query"	"526"	"ZNF502"	"584.7"	"ARCHS4 Coexpression,633;Enrichr Queries,81;GTEx Coexpression,1040"	"XAF1,IFI44L,IFIT3"
"gene_set_query"	"527"	"ZNF493"	"585.0"	"ARCHS4 Coexpression,1075;Enrichr Queries,308;GTEx Coexpression,372"	"XAF1"
"gene_set_query"	"528"	"ERF"	"585.7"	"ARCHS4 Coexpression,634;Enrichr Queries,928;GTEx Coexpression,195"	""
"gene_set_query"	"529"	"ZNF234"	"586.3"	"ARCHS4 Coexpression,960;Enrichr Queries,34;GTEx Coexpression,765"	"IFI44,PARP9,XAF1,IFI44L,IFIT3"
"gene_set_query"	"530"	"ZNF114"	"586.3"	"ARCHS4 Coexpression,1258;Enrichr Queries,187;GTEx Coexpression,314"	"IFI44L,IFIT3"
"gene_set_query"	"531"	"MAFK"	"586.6"	"ARCHS4 Coexpression,1128;ENCODE ChIP-seq,40;Enrichr Queries,457;ReMap ChIP-seq,64;GTEx Coexpression,1244"	"PARP9,IFIT3"
"gene_set_query"	"532"	"ZNF438"	"587.0"	"ARCHS4 Coexpression,1370;Enrichr Queries,49;GTEx Coexpression,342"	"IFI44,PARP9,XAF1,IFIT3"
"gene_set_query"	"533"	"ZFP82"	"587.7"	"ARCHS4 Coexpression,1557;Enrichr Queries,79;GTEx Coexpression,127"	"EIF2AK2,IFI44,XAF1,IFIT3"
"gene_set_query"	"534"	"ZBTB34"	"588.0"	"ARCHS4 Coexpression,654;Enrichr Queries,673;GTEx Coexpression,437"	""
"gene_set_query"	"535"	"HMGN3"	"588.3"	"ARCHS4 Coexpression,752;ENCODE ChIP-seq,79;ReMap ChIP-seq,229;GTEx Coexpression,1293"	""
"gene_set_query"	"536"	"MEIS1"	"588.4"	"Literature ChIP-seq,100;ARCHS4 Coexpression,1178;Enrichr Queries,1191;ReMap ChIP-seq,62;GTEx Coexpression,411"	"IFIT3"
"gene_set_query"	"537"	"ZNF592"	"589.3"	"ARCHS4 Coexpression,264;Enrichr Queries,723;ReMap ChIP-seq,290;GTEx Coexpression,1080"	""
"gene_set_query"	"538"	"ZNF468"	"589.3"	"ARCHS4 Coexpression,1383;Enrichr Queries,130;GTEx Coexpression,255"	"IFI44L,IFIT3"
"gene_set_query"	"539"	"ETV4"	"589.5"	"ARCHS4 Coexpression,111;Enrichr Queries,866;ReMap ChIP-seq,139;GTEx Coexpression,1242"	""
"gene_set_query"	"540"	"NPAS2"	"590.3"	"ARCHS4 Coexpression,798;Enrichr Queries,263;GTEx Coexpression,710"	"IFIT3"
"gene_set_query"	"541"	"ZNF595"	"590.5"	"ARCHS4 Coexpression,1112;Enrichr Queries,69"	"IFI44,IFI44L,IFIT3"
